id,substance,other_names,used_for
9005-32-7,ALGINIC ACID,ALGINIC ACID; Acid Algin G 2,EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; STABILIZER OR THICKENER
23444-65-7,"ALKANET ROOT, EXTRACT (ALKANNA TINCTORIA TAUSCH)--NLFG","ALKANET EXTRACT; ALKANET ROOT EXTRACT; ALCANNIN EXTRACT; ALKANNIN EXTRACT; ANCHUSIN EXTRACT; ALKANNA TINCTORIA EXTRACT; ORKANET EXTRACT; 1,4-NAPHTHALENEDIONE, 5,8-DIHYDROXY-6-(1-HYDROXY-4-METHYL-3-PENTENYL)-, (S); 5,8-DIHYDROXY-6-(1-HYDROXY-4-METHYL-3-PENTENYL)-1,4-NAPHTHALENEDIONE, (S); 1,4-NAPHTHALENEDIONE, 5,8-DIHYDROXY-6-(1-HYDROXY-4-METHYL-3-PENTENYL)-, (-); 5,8-DIHYDROXY-6-(1-HYDROXY-4-METHYL-3-PENTENYL)-1,4-NAPHTHALENEDIONE, (-)",
68603-42-9,ALKANOLAMIDE OF COCONUT OIL FATTY ACIDS AND DIETHANOLAMINE,"COCOYL DIETHANOLAMIDE; ALKANOLAMIDE OF COCONUT OIL FATTY ACIDS AND DIETHANOLAMINE; AMIDES, COCO, N,N-BIS(HYDROXYETHYL); COCONUT FATTY ACID DIETHANOLAMINE CONDENSATE; COCONUT OIL FATTY ACIDS DIETHANOLAMIDE; COCONUT OIL DIETHANOLAMIDE; DIETHANOLAMINE, COCONUT FATTY ACIDS CONDENSATE; N,N-BIS(HYDROXYETHYL)COCO AMIDE",PROCESSING AID
977043-74-5,"ALKYLENE OXIDE ADDUCTS OF ALKYL ALCOHOLS/PHOSPHATE ESTERS OF SAME, MIXTURE","ALKYLENE OXIDE ADDUCTS OF ALKYL ALCOHOLS/PHOSPHATE ESTERS OF SAME, MIXTURE",
977075-63-0,N-ALKYL(C8-C18 FROM COCONUT OIL) AMINE ACETATE,ALKYL(C8-18)AMMONIUM ACETATE; ALKYL(C8-18)AMINE ACETATE; C8-18 ALKYLAMINE ACETATE; FATTY ALCOHOL(C8-18)AMINE ACETATE; N-ALKYL(C8-C18)AMINE ACETATE,
977044-31-7,ALPHA-ALKYL-OMEGA-HYDROXY-POLY(OXYETHYLENE),PEG-5 ALKYL(C10-12) ETHER; ALPHA-ALKYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) 10 CARBON 5 ETHYLENE OXIDE; C10-12 ALKYL PEG-5 ETHER,PROCESSING AID
977051-72-1,ALLSPICE (PIMENTA OFFICINALIS LINDL.),ALLSPICE; PIMENTA; JAMAICA PEPPER; PIMENTA BERRY; PIMENTA OFFICINALIS; QUATRE-EPICES (PIMENTA OFFICINALIS OU DIOICA); PIMENTO; PIMENTA DIOICA,COLOR OR COLORING ADJUNCT; FLAVORING AGENT OR ADJUVANT
8006-77-7,"ALLSPICE, OIL (PIMENTA OFFICINALIS LINDL.)","ALLSPICE OIL; PIMENTA FRUIT OIL; PIMENTA BERRY OIL; OILS, PIMENTA; PIMENTA OFFICINALIS OIL",FLAVORING AGENT OR ADJUVANT
977017-87-0,"ALLSPICE, OLEORESIN (PIMENTA OFFICINALIS LINDL.)",ALLSPICE OLEORESIN; PIMENTA OLEORESIN; PIMENTA BERRY OLEORESIN; PIMENTA OFFICINALIS OLEORESIN,FLAVORING AGENT OR ADJUVANT
79-78-7,ALLYL ALPHA-IONONE,"ALLYL ALPHA-IONONE; 1-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-1,6-HEPTADIEN-3-ONE; ALLYL CYCLOCITRYLIDENEACETONE; ALLYLIONONE, ALPHA; BUTENYL ALPHA-CYCLOCITRYLIDENEMETHYL KETONE; CETONE V; CYCLOCITRYLIDENEMETHYL BUTENYL KETONE, ALPHA; 1,6-HEPTADIEN-3-ONE, 1-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL); ALLYL-ALPHA-IONONE",FLAVORING AGENT OR ADJUVANT
7493-63-2,ALLYL ANTHRANILATE,"ALLYL ANTHRANILATE; ALLYL O-AMINOBENZOATE; ALLYL 2-AMINOBENZOATE; VINYL CARBINYL ANTHRANILATE; 2-PROPEN-1-YL ANTHRANILATE; 2-PROPEN-1-YL 2-AMINOBENZOATE; BENZOIC ACIC, 2-AMINO-, 2-PROPENYL ESTER; 2-PROPENYL 2-AMINOBENZOATE; ANTHRANILIC ACID, ALLYL ESTER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
2051-78-7,ALLYL BUTYRATE,"ALLYL BUTYRATE; 2-PROPEN-1-YL BUTANOATE; BUTANOIC ACID, 2-PROPENYL ESTER; 2-PROPENYL BUTANOATE; BUTYRIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
1866-31-5,ALLYL CINNAMATE,"ALLYL CINNAMATE; ALLYL BETA-PHENYLACRYLATE; ALLYL 3-PHENYL-2-PROPENOATE; PROPENYL CINNAMATE; VINYL CARBINYL CINNAMATE; 2-PROPEN-1-YL 3-PHENYL-2-PROPENOATE; 2-PROPENOIC ACID, 3-PHENYL-, 2-PROPENYL ESTER; 2-PROPENYL 3-PHENYL-2-PROPENOATE; CINNAMIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
20474-93-5,ALLYL CROTONATE,"ALLYL CROTONATE; ALLYL BETA-METHYLACRYLATE; ALLYL TRANS-2-BUTENOATE; 2-PROPENYL TRANS-2-BUTENOATE; 2-BUTENOIC ACID, 2-PROPENYL ESTER; 2-PROPENYL 2-BUTENOATE; CROTONIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
4728-82-9,ALLYL CYCLOHEXANEACETATE,"ALLYL CYCLOHEXANEACETATE; ALLYL CYCLOHEXYLACETATE; ALLYL HEXAHYDROPHENYLACETATE; CYCLOHEXANEACETIC ACID, 2-PROPENYL ESTER; CYCLOHEXANEACETIC ACID, ALLYL ESTER; 2-PROPEN-1-YL CYCLOHEXANEACETATE; 2-PROPENYL CYCLOHEXANEACETATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
7493-65-4,ALLYL CYCLOHEXANEBUTYRATE,"ALLYL CYCLOHEXANEBUTYRATE; ALLYL HEXAHYDROPHENYLBUTYRATE; ALLYL 4-CYCLOHEXYLBUTYRATE; CYCLOHEXANEBUTANOIC ACID, 2-PROPENYL ESTER; CYCLOHEXANEBUTYRIC ACID, ALLYL ESTER; 2-PROPEN-1-YL CYCLOHEXANEBUTYRATE; 2-PROPENYL CYCLOHEXANEBUTANOATE",FLAVORING AGENT OR ADJUVANT
7493-66-5,ALLYL CYCLOHEXANEHEXANOATE,"ALLYL CYCLOHEXANEHEXANOATE; ALLYL CYCLOHEXANECAPROATE; ALLYL HEXAHYDROPHENYLHEXANOATE; ALLYL 6-CYCLOHEXANEHEXANOATE; CYCLOHEXANEHEXANOIC ACID, 2-PROPENYL ESTER; CYCLOHEXANEHEXANOIC ACID, ALLYL ESTER; 2-PROPEN-1-YL CYCLOHEXANECAPROATE; 2-PROPENYL CYCLOHEXANEHEXANOATE",FLAVORING AGENT OR ADJUVANT
2705-87-5,ALLYL CYCLOHEXANEPROPIONATE,"ALLYL CYCLOHEXANEPROPIONATE; ALLYL BETA-CYCLOHEXYLPROPIONATE; ALLYL HEXAHYDROPHENYLPROPIONATE; ALLYL 3-CYCLOHEXYLPROPIONATE; ALLYL CYCLOHEXYLPROPIONATE; CYCLOHEXANEPROPANOIC ACID, 2-PROPENYL ESTER; CYCLOHEXANEPROPIONIC ACID, ALLYL ESTER; 2-PROPEN-1-YL CYCLOHEXANEPROPIONATE; 2-PROPENYL CYCLOHEXANEPROPANOATE; 2-PROPENYL 3-CYCLOHEXYLPROPANOATE",FLAVORING AGENT OR ADJUVANT
7493-68-7,ALLYL CYCLOHEXANEVALERATE,"ALLYL CYCLOHEXANEVALERATE; ALLYL CYCLOHEXANEPENTANOATE; ALLYL CYCLOHEXYLVALERATE; ALLYL HEXAHYDROPHENYLVALERATE; ALLYL 5-CYCLOHEXYLPENTANOATE; CYCLOHEXANEPENTANOIC ACID, 2-PROPENYL ESTER; CYCLOHEXANEVALERIC ACID, ALLYL ESTER; 2-PROPEN-1-YL CYCLOHEXANEPENTANOATE; 2-PROPEN-1-YL CYCLOHEXANEVALERATE; 2-PROPENYL CYCLOHEXANEPENTANOATE",FLAVORING AGENT OR ADJUVANT
21593-77-1,S-ALLYL-L-CYSTEINE,"S-ALLYL-L-CYSTEINE; L-cysteine, S-2-propen-1-yl; S-2-propen-1-yl-L-cysteine; L-cysteine, S-2-propenyl; S-2-propenyl-L-cysteine; alanine, 3-(allylthio)-, L; 3-(allylthio)alanine, L; alanine, 3-(allylthio); 3-(allylthio)alanine; InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9); InChIKey: ZFAHNWWNDFHPOH-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
6627-88-9,"4-ALLYL-2,6-DIMETHOXYPHENOL","4-ALLYL-2,6-DIMETHOXYPHENOL; METHOXYEUGENOL; PHENOL, 2,6-DIMETHOXY-4-(2-PROPENYL); PHENOL, 4-ALLYL-2,6-DIMETHOXY; 2,6-DIMETHOXY-4-ALLYLPHENOL; 2,6-DIMETHOXYCHAVICOL; 2,6-DIMETHOXY-4-(2-PROPENYL)PHENOL; 4-ALLYLSYRINGOL; 4-HYDROXY-3,5-DIMETHOXYALLYLBENZENE; 6-METHOXYEUGENOL",FLAVORING AGENT OR ADJUVANT
2179-57-9,ALLYL DISULFIDE,"ALLYL DISULFIDE; DIALLYL DISULFIDE; 2-PROPENYL DISULFIDE; DISULFIDE, DI-2-PROPENYL; DI(2-PROPENYL) DISULFIDE; 4,5-DITHIA-1,7-OCTADIENE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
7493-69-8,ALLYL 2-ETHYLBUTYRATE,"ALLYL 2-ETHYLBUTYRATE; BUTANOIC ACID, 2-ETHYL-, 2-PROPENYL ESTER; BUTYRIC ACID, 2-ETHYL-, 2-PROPENYL ESTER; 2-PROPENYL 2-ETHYLBUTANOATE; 2-PROPENYL 2-ETHYLBUTYRATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
4208-49-5,ALLYL 2-FUROATE,"ALLYL 2-FUROATE; ALLYL FUROATE; ALLYL FURAN-2-CARBOXYLATE; ALLYL PYROMUCATE; 2-PROPEN-1-YL FURAN-2-CARBOXYLATE; 2-PROPEN-1-YL 2-FUROATE; 2-FURANCARBOXYLIC ACID, 2-PROPENYL ESTER; 2-PROPENYL 2-FURANCARBOXYLATE; 2-FUROIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
142-19-8,ALLYL HEPTANOATE,"ALLYL HEPTANOATE; ALLYL HEPTYLATE; ALLYL ENANTHATE; ALLYL HEPTOATE; HEPTANOIC ACID, 2-PROPENYL ESTER; HEPTANOIC ACID, ALLYL ESTER; 2-PROPENYL HEPTANOATE",FLAVORING AGENT OR ADJUVANT
123-68-2,ALLYL HEXANOATE,"ALLYL HEXANOATE; ALLYL CAPROATE; 2-PROPENYL HEXANOATE; HEXANOIC ACID, 2-PROPENYL ESTER; HEXANOIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
977075-30-1,ALLYL HEXENOATE,ALLYL HEXENOATE; ALLYL TRANS-2-HEXENOATE; ALLYL 2-HEXENOATE; 2-PROPENYL 2-HEXENOATE,
2835-39-4,ALLYL ISOVALERATE,"ALLYL ISOVALERATE; ALLYL ISOPENTANOATE; ALLYL ISOVALERIANATE; ALLYL 3-METHYLBUTANOATE; 2-PROPENYL ISOPENTANOATE; 2-PROPENYL ISOVALERATE; 2-PROPENYL 3-METHYLBUTANOATE; BUTANOIC ACID, 3-METHYL-, 2-PROPENYL ESTER; ISOVALERIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
870-23-5,ALLYL MERCAPTAN,ALLYLTHIOL; 2-PROPENE-1-THIOL; ALLYL SULFHYDRATE; ALLYL MERCAPTAN,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
2179-58-0,ALLYL METHYL DISULFIDE,"ALLYL METHYL DISULFIDE; DISULFIDE, METHYL 2-PROPENYL; DISULFIDE, ALLYL METHYL; METHYL ALLYL DISULFIDE; METHYL 2-PROPENYL DISULFIDE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
34135-85-8,ALLYL METHYL TRISULFIDE,"ALLYL METHYL TRISULFIDE; METHYL ALLYL TRISULFIDE; METHYL 2-PROPENYL TRISULFIDE; TRISULFIDE, METHYL 2-PROPENYL; TRISULFIDE, ALLYL METHYL",FLAVORING AGENT OR ADJUVANT
7493-72-3,ALLYL NONANOATE,"ALLYL NONANOATE; ALLYL NONYLATE; ALLYL PELARGONATE; 2-PROPENYL NONANOATE; 2-PROPENYL PELARGONATE; NONANOIC ACID, 2-PROPENYL ESTER; NONANOIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
4230-97-1,ALLYL OCTANOATE,"ALLYL OCTANOATE; ALLYL CAPRYLATE; ALLYL OCTYLATE; 2-PROPENYL OCTANOATE; 2-PROPENYL OCTYLATE; OCTANOIC ACID, 2-PROPENYL ESTER; OCTANOIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
501-92-8,4-ALLYLPHENOL,"CHAVICOL; HYDROXYALLYLBENZENE, P; ALLYLPHENOL, P; 4-(2-PROPENYL)PHENOL; PHENOL, P-ALLYL; PHENOL, 4-(2-PROPENYL); 4-ALLYLPHENOL",FLAVORING AGENT OR ADJUVANT
7493-74-5,ALLYL PHENOXYACETATE,"ALLYL PHENOXYACETATE; ACETATE PA; 2-PROPENYL PHENOXYACETATE; ACETIC ACID, PHENOXY-, 2-PROPENYL ESTER; ACETIC ACID, PHENOXY-, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
1797-74-6,ALLYL PHENYLACETATE,"ALLYL PHENYLACETATE; ALLYL ALPHA-TOLUATE; 2-PROPENYL PHENYLACETATE; BENZENEACETIC ACID, 2-PROPENYL ESTER; 2-PROPENYL BENZENEACETATE; ACETIC ACID, PHENYL-, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
2408-20-0,ALLYL PROPIONATE,"ALLYL PROPIONATE; ALLYL PROPANOATE; 2-PROPENYL PROPANOATE; PROPANOIC ACID, 2-PROPENYL ESTER; PROPIONIC ACID, ALLYL ESTER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
2179-59-1,ALLYL PROPYL DISULFIDE,"ALLYL PROPYL DISULFIDE; disulfide, 2-propen-1-yl propyl; disulfide, 2-propenyl propyl; disulfide, allyl propyl; 2-propenyl propyl disulfide; 2-propen-1-yl propyl disulfide",FLAVORING AGENT OR ADJUVANT
7493-75-6,ALLYL SORBATE,"ALLYL SORBATE; ALLYL 2,4-HEXADIENOATE; 2-PROPENYL 2,4-HEXADIENOATE, TRANS,TRANS; 2,4-HEXADIENOIC ACID, 2-PROPENYL ESTER, (E,E); 2-PROPENYL 2,4-HEXADIENOATE, (E,E); SORBIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
592-88-1,ALLYL SULFIDE,"ALLYL SULFIDE; DIALLYL SULFIDE; THIOALLYL ETHER; 2-PROPENYL SULFIDE; 1-PROPENE, 3,3'-THIOBIS; 3,3'-THIOBIS(1-PROPENE); ALLYL MONOSULFIDE; DIALLYL THIOETHER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
156420-69-8,ALLYL THIOHEXANOATE,"ALLYL THIOHEXANOATE; hexanethioic acid, S-2-propenyl ester; S-2-propenylhexanethioate; InChI=1S/C7H12OS/c1-3-5-7(8)9-6-4-2/h4H,2-3,5-6H2,1H3; InChiKey=MEMKOMIVTLMKLO-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
41820-22-8,ALLYL THIOPROPIONATE,"ALLYL THIOPROPIONATE; S-2-PROPENYL PROPANETHIOATE; THIOACRYLIC PROPIONATE; S-ALLYL THIOPROPIONATE; PROPANETHIOIC ACID, S-2-PROPENYL ESTER",FLAVORING AGENT OR ADJUVANT; PH CONTROL AGENT
7493-71-2,ALLYL TIGLATE,"ALLYL TIGLATE; ALLYL TRANS-2-METHYL-2-BUTENOATE; 2-BUTENOIC ACID, 2-METHYL-, 2-PROPENYL ESTER, (E); 2-PROPENYL 2-METHYL-2-BUTENOATE, (E); TIGLIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
7493-76-7,ALLYL 10-UNDECENOATE,"ALLYL 10-UNDECENOATE; ALLYL UNDECYLENATE; 2-PROPENYL 10-UNDECENOATE; 10-UNDECENOIC ACID, 2-PROPENYL ESTER; 10-UNDECENOIC ACID, ALLYL ESTER",FLAVORING AGENT OR ADJUVANT
6321-45-5,ALLYL VALERATE,"ALLYL VALERATE; allyl pentanoate; pentanoic acid, 2-propenyl ester; valeric acid, allyl ester; 2-propenyl pentanoate",FLAVORING AGENT OR ADJUVANT
8013-76-1,"ALMOND, BITTER, OIL (FFPA) (PRUNUS SPP.)","ALMOND OIL, BITTER; OILS, BITTER ALMOND",FLAVORING AGENT OR ADJUVANT
84837-08-1,"ALOE, EXTRACT (ALOE SPP.)","ALOE EXTRACT; ALOE, EXT.",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
7493-80-3,ALPHA-AMYLCINNAMYL ISOVALERATE,"ALPHA-AMYLCINNAMYL ISOVALERATE; ALPHA-PENTYLCINNAMYL ISOVALERATE; ALPHA-AMYLCINNAMYL ISOVALERIANATE; ALPHA-AMYL-BETA-PHENYLACRYL 3-METHYLBUTANOATE; BUTANOIC ACID, 3-METHYL-, 2-(PHENYLMETHYLENE)HEPTYL ESTER; BETA-PENTYLCINNAMYL ISOVALERATE; ISOVALERIC ACID, BETA-PENTYLCINNAMYL ESTER; 2-BENZYLIDENEHEPTYL ISOVALERATE; 2-(PHENYLMETHYLENE)HEPTYL 3-METHYLBUTANOATE; 2-BENZYLIDENE-1-HEPTYL ISOVALERATE",FLAVORING AGENT OR ADJUVANT
10031-86-4,ALPHA-ETHYL BENZYL BUTYRATE,"1-PHENYLPROPYL BUTYRATE; ALPHA-ETHYLBENZYL BUTYRATE; ALPHA-PHENYLPROPYL BUTYRATE; BUTANOIC ACID, 1-PHENYLPROPYL ESTER; BUTYRIC ACID, ALPHA-ETHYLBENZYL ESTER; ETHYL PHENYL CARBINYL BUTYRATE; 1-PHENYLPROPYL BUTANOATE; 1-PHENYL-1-PROPYL BUTYRATE",FLAVORING AGENT OR ADJUVANT
977174-28-9,"ALPHA-HYDRO-OMEGA-HYDROXY POLY(OXYETHYLENE) POLY(OXYPROPYLENE) POLY(OXYETHYLENE) (15 MOLE MINIMUM) BLOCKED COPOLYMER, LOW ERUCIC ACID RAPESEED OIL POLYMERS","CANOLA OIL FATTY ACIDS, PEG/PPG/PEG (BLOCK) MONOESTERS; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE)/POLY(OXYPROPYLENE)/POLY(OXYETHYLENE) BLOCK COPOLYMER, LOW ERUCIC ACID RAPESEED OIL MONOESTERS; LOW ERUCIC ACID RAPESEED OIL FATTY ACIDS, PEG/PPG/PEG (BLOCK) MONOESTERS; PEG/PPG BLOCK COPOLYMER, CANOLA OIL FATTY ACID MONOESTERS",SURFACE-ACTIVE AGENT
7779-78-4,ALPHA-ISOBUTYLPHENETHYL ALCOHOL,"ALPHA-ISOBUTYLPHENETHYL ALCOHOL; BENZYLISOAMYL ALCOHOL; BENZYLISOBUTYLCARBINOL; BENZENEETHANOL, ALPHA-(2-METHYLPROPYL); ALPHA-(2-METHYLPROPYL)BENZENEETHANOL; ISOBUTYLBENZYLCARBINOL; ISOBUTYLPHENETHYL ALCOHOL; PHENETHYL ALCOHOL, ALPHA-ISOBUTYL; 2-METHYLPROPYL BENZYL CARBINOL; 4-METHYL-1-PHENYL-2-PENTANOL",FLAVORING AGENT OR ADJUVANT
3460-44-4,ALPHA-METHYLBENZYL BUTYRATE,"ALPHA-METHYLBENZYL BUTYRATE; BUTANOIC ACID, 1-PHENYLETHYL ESTER; BUTYRIC ACID, ALPHA-METHYLBENZYL ESTER; ALPHA-PHENETHYL BUTYRATE; METHYLPHENYLCARBINYL BUTYRATE; STYRALYL BUTYRATE; 1-PHENYL-1-ETHYL BUTANOATE; 1-PHENYLETHYL BUTANOATE",FLAVORING AGENT OR ADJUVANT
7775-39-5,ALPHA-METHYLBENZYL ISOBUTYRATE,"ALPHA-METHYLBENZYL ISOBUTYRATE; ALPHA-METHYLBENZYL 2-METHYLPROPANOATE; ISOBUTYRIC ACID, ALPHA-METHYLBENZYL ESTER; METHYLPHENYLCARBINYL ISOBUTYRATE; PROPANOIC ACID, 2-METHYL-, 1-PHENYLETHYL ESTER; STYRALYL ISOBUTYRATE; 1-PHENYL-1-ETHYL 2-METHYLPROPANOATE; 1-PHENYL-1-ETHYL ISOBUTYRATE",FLAVORING AGENT OR ADJUVANT
4345-03-3,ALPHA-TOCOPHEROL ACID SUCCINATE,"ALPHA-TOCOPHERYL SUCCINATE, D; BUTANEDIOIC ACID, MONO(3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-2H-1-BENZOPYRAN-6-YL) ESTER, (2R-(2R*(4R*,8R*))); ALPHA-TOCOPHERYL HEMISUCCINATE; ALPHA-TOCOPHEROL ACID SUCCINATE, D; ALPHA-TOCOPHERYL SUCCINATE; MONO(3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-2H-1-BENZOPYRAN-6-YL) BUTANEDIOATE, (2R-(2R*(4R*,8R*))); MONO(2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL) SUCCINATE, (+); TOCOPHEROL ACID SUCCINATE, ALPHA; SUCCINIC ACID, MONO(2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL) ESTER, (+); TOCOPHERYL HEMISUCCINATE, ALPHA; TOCOPHERYL SUCCINATE, D-ALPHA; TOCOPHERYL SUCCINATE, ALPHA; 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL HYDROGEN SUCCINATE, (+); 6-CHROMANOL, 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-, HYDROGEN SUCCINATE, (+); vitamine E d-alpha-tocosuccinate; vitamin E hemisuccinate",NUTRIENT SUPPLEMENT
977052-71-3,ALTHEA FLOWERS (ALTHEA OFFICINALIS L.),ALTHEA FLOWER; ALTHEA OFFICINALIS FLOWER,FLAVORING AGENT OR ADJUVANT
977005-75-6,ALTHEA ROOT (ALTHEA OFFICINALIS L.),ALTHEA; ALTHEA ROOT; ALTHEA OFFICINALIS; MARSH MALLOW PLANT; MARSH MALLOW ROOT; WHITE MALLOW; MARSH MALLOW; ALTHAEA OFFICINALIS,FLAVORING AGENT OR ADJUVANT
977007-61-6,"ALUM (DOUBLE SULFATE OF AL AND NH4, K, OR NA)",ALUM,FIRMING AGENT
22620-93-5,ALUMINUM CAPRATE,"ALUMINUM DECANOATE; ALUMINUM CAPRATE; DECANOIC ACID, ALUMINUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
6028-57-5,ALUMINUM CAPRYLATE,"ALUMINUM OCTANOATE; ALUMINUM OCTOATE; OCTANOIC ACID, ALUMINUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
7230-93-5,ALUMINUM LAURATE,"ALUMINUM LAURATE; DODECANOIC ACID, ALUMINUM SALT; ALUMINUM DODECANOATE; LAURIC ACID, ALUMINUM SALT; ALUMINUM DODECYLATE",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
4040-50-0,ALUMINUM MYRISTATE,"ALUMINUM MYRISTATE; MYRISTIC ACID, ALUMINUM SALT; TETRADECANOIC ACID, ALUMINUM SALT; ALUMINUM TETRADECANOATE",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
1976-28-9,ALUMINUM NICOTINATE,"ALUMINUM NICOTINATE; 3-PYRIDINECARBOXYLIC ACID, ALUMINUM SALT; ALUMINUM 3-PYRIDINECARBOXYLATE; ALUMINUM, TRIS(NICOTINATO); TRIS(NICOTINATO)ALUMINUM; NICOTINIC ACID, ALUMINUM SALT",NUTRIENT SUPPLEMENT
977089-51-2,ALUMINUM SALTS OF FATTY ACIDS,"FATTY ACIDS, ALUMINUM SALTS; ALUMINUM SALTS OF FATTY ACIDS; ALUMINUM FATTY ACID SALTS; ALUMINUM SOAP; SOAP, ALUMINUM",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
637-12-7,ALUMINUM STEARATE,"ALUMINUM STEARATE; STEARIC ACID, ALUMINUM SALT; ALUMINUM STEARATE, TRIBASIC; ALUMINUM(III) STEARATE; OCTADECANOIC ACID, ALUMINUM SALT; ALUMINUM OCTADECANOATE",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID
977023-08-7,"AMBERGRIS, TINCTURE",AMBERGRIS TINCTURE,FLAVORING AGENT OR ADJUVANT
977017-79-0,"AMBRETTE, ABSOLUTE, OIL (HIBISCUS ABELMOSCHUS L.)",AMBRETTE ABSOLUTE; HIBISCUS ABELMOSCHUS ABSOLUTE,FLAVORING AGENT OR ADJUVANT
977052-20-2,AMBRETTE SEED (HIBISCUS ABELMOSCHUS L.),AMBRETTE SEED; HIBISCUS ABELMOSCHUS SEED; MUSK MALLOW SEED; ABELMOSCHUS MOSCHATUS SEED; SEMEN ABELMOSCHII SEED,FLAVORING AGENT OR ADJUVANT
8015-62-1,"AMBRETTE SEED, OIL (HIBISCUS ABELMOSCHUS L.)","AMBRETTE SEED OIL; OILS, AMBRETTE; HIBISCUS ABELMOSCHUS SEED OIL",FLAVORING AGENT OR ADJUVANT
977017-78-9,"AMBRETTE, TINCTURE (HIBISCUS ABELMOSCHUS L.)",AMBRETTE TINCTURE; HIBISCUS ABELMOSCHUS TINCTURE,FLAVORING AGENT OR ADJUVANT
78-96-6,1-AMINO-2-PROPANOL,"1-AMINO-2-PROPANOL; MONOISOPROPANOLAMINE; 2-PROPANOL, 1-AMINO; 2-AMINO-1-METHYLETHANOL; 2-HYDROXY-1-PROPYLAMINE; 1-AMINO-2-PROPANOL, DL; ALPHA-AMINOISOPROPYL ALCOHOL; BETA-AMINOISOPROPANOL; 1-AMINO-2-HYDROXYPROPANE; 1-METHYL-2-AMINOETHANOL; 1-AMINO-2-PROPANOL, (RS); THREAMINE; InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3; InChIKey:HXKKHQJGJAFBHI-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
